291696	ru	Хор-Факкан
291696	en	Khor Fakkan City
292223	en	Dubai City
292223	ja	ドバイ
292223	ru	Дубай
292224	en	Dubai
292224	ja	ドバイ
292231	en	Dibba Al-Fujairah
292239	ru	Дибба Аль-Хисн
292239	en	Dibba Al-Hisn
292261	en	Deira
292672	en	Sharjah city
292672	ja	シャールジャ
292672	ru	Шарджа
292673	en	Emirate of Sharjah
292673	ru	Эмират Шарджа
292673	ja	シャルジャ
292688	ru	Ар-Руваис
292688	en	Ruwais
292862	en	Hatta
292878	en	Fujairah
292878	ja	フジャイラ
292878	ru	Фуджейра
292879	en	Emirate of Fujairah
292879	ru	Эмират Эль-Фуджайра
292879	ja	フジャイラ
292913	en	Al Ain City
292913	ru	Эль-Айн
292913	ja	アル・アイン
292932	en	Ajman
292932	ru	Аджман
292932	ja	アジュマーン
292933	en	Ajman Emirate
292933	ru	Эмират Аджман
292933	ja	アジマン
292953	ru	Эд-Дайд
292953	en	Dhaid
292968	en	Abu Dhabi Island and Internal Islands City
292968	ja	アブダビ
292968	ru	Абу-Даби
292969	en	Abu Dhabi Emirate
292969	ru	Абу-Даби
292969	ja	アブダビ
6691113	en	Palm Jumeirah
6691114	en	Zabeel
8057551	en	Khalifah A City
8225407	en	Al Mankhool
8469668	en	Dubai International City
8469788	ja	ドバイマリーナ
8469788	ru	Дубай Марина
12042052	en	Bani Yas City
12042053	en	Musaffah City
12042053	ru	Мусаффа
12047416	en	Al Shamkhah City
12047417	en	Reef Al Fujairah City
12748542	en	Al Faqaa
12748680	en	Shabiat Al Hayer
13118421	en	Muteena
13118424	en	Silicon Oasis
13118429	en	Motor City
13118433	en	Al Qusais First
13118434	en	Al Twar Third
1120471	en	Zor Kot
1120471	ru	Зор Кот
1120471	ja	ゾルコット
1120473	en	Wuleswali Bihsud
1120473	ru	Вулесвали Бихсуд
1120473	ja	ウレスワリビフスッド
1120483	ru	Кошан
1120483	en	Kuhsan
1120483	ja	クフサン
1120484	en	Lash
1120484	ru	Лаш
1120484	ja	ラシ
1120487	ru	Токзар
1120487	en	Tukzar
1120487	ja	トクザル
1120497	en	Bati
1120497	ru	Бати
1120497	ja	バティ
1120500	en	Miray
1120500	ru	Мирай
1120500	ja	ミライ
1120501	en	Aq Kupruk
1120501	ru	Ак Кипрук
1120501	ja	アククプルク
1120543	en	Zurmat
1120543	ru	Зурмат
1120543	ja	ズルマット
1120616	en	Zaybak
1120616	ru	Зайбак
1120616	ja	ザイバク
1120627	en	Ziarat-e Shah Maqsud
1120627	ru	Зиарат-е Шах Макьсуд
1120627	ja	ジアラテシャーマクスード
1120711	en	Zindah Jan
1120711	ru	Зиндах Жан
1120711	ja	ジンダジャン
1120985	ru	Зарандж
1120985	en	Zaranj
1120985	ja	ザラーンジ
1121045	en	Zamto Kelay
1121045	ru	Замто Келай
1121045	ja	ザムトケレイ
1121143	en	Zabul
1121143	ja	ザーブル州
1121143	ru	Забуль
1121418	ru	Yakh’yakheyl’
1121418	en	Yahya Khel
1121418	ja	ヤハヤケル
1121855	en	Washer
1121855	ru	Вашер
1121855	ja	ワッシャー
1121863	en	Maidan Wardak Province
1121863	ja	マイダンワルダク州
1122068	en	Tormay
1122068	ru	Тормай
1122068	ja	トルマイ
1122189	en	Tulak
1122189	ru	Тулак
1122189	ja	トゥラク
1122402	en	Titan
1122402	ru	Титан
1122402	ja	タイタン
1122464	en	Taywarah
1122464	ru	Тайвара
1122464	ja	タイワラ
1122705	en	Bazar-e Tashkan
1122705	ru	Базар-е Ташкан
1122705	ja	バザルタシュカン
1122747	en	Tareen
1122747	ru	Таринкот
1122747	ja	タリンコット
1123004	ru	Талукан
1123004	en	Taloqan
1123004	ja	タロカン
1123230	en	Takhar
1123230	ja	タハール州
1123230	ru	Тахар
1123666	en	Markaz-e Hukumat-e Sultan-e Bakwah
1123666	ru	Марказ-е Хукумат-е Султан-е Бакуа
1123666	ja	マルカズエフクマテスルタンエバクワ
1123906	en	Spin Boldak
1123906	ru	Спин Болдак
1123906	ja	スピンボルダク
1123935	en	Sperah
1123935	ru	Спера
1123935	ja	スペラ
1123963	en	Sozmah Qal'ah
1123963	ru	Сёзма Кала
1123963	ja	ソズマカラ
1124621	en	Siyahgird
1124621	ru	Сияхгирд
1124621	ja	シヤハギルド
1124973	en	Shewah
1124973	ru	Шева
1124973	ja	シェワ
1125155	ru	Шинданд
1125155	en	Shindand
1125155	ja	シンダンド
1125267	en	Shaykh Amir Kelay
1125267	ru	Шайх Амир Келай
1125267	ja	シェイクアミルケレイ
1125362	ru	Kashkal’
1125362	en	Qashqal
1125362	ja	カシュカル
1125444	ru	Шеберган
1125444	en	Shibirghan
1125444	ja	シビルガン
1125497	en	Shwak
1125497	ru	Швак
1125497	ja	シュワク
1125866	en	Shahr-e Safa
1125866	ru	Шахр-е Сафа
1125866	ja	シャフレサファ
1125890	en	Shahran
1125890	ru	Шахран
1125890	ja	シャフラン
1125896	en	Shahrak
1125896	ru	Шахрак
1125896	ja	シャフラク
1125962	en	'Alaqahdari Shah Joy
1125962	ru	Алакадари Шах Джой
1125962	ja	アラカハダリシャハジョイ
1126216	en	Wuleswali Sayyid Karam
1126216	ru	Вулесвали Сайид Карам
1126216	ja	ウレスワリサイイドカラム
1126263	en	Markaz-e Sayyidabad
1126263	ru	Марказ-е Сайидабад
1126263	ja	マルカゼサイイダバード
1126266	en	Sayad
1126266	ru	Саяд
1126266	ja	サヤド
1126606	en	Sidqabad
1126606	ru	Сидкабад
1126606	ja	シドカバード
1126710	en	Sayagaz
1126710	ru	Саягаз
1126710	ja	サヤガズ
1126796	en	Sar-e Tayghan
1126796	ru	Сар-е Тайган
1126796	ja	サレタイガン
1126884	ru	Surūbay
1126884	en	Sarobi
1126884	ja	サロビ
1126935	en	Sar Kani
1126935	ru	Сар Кани
1126935	ja	サルカニ
1127001	en	Sarfiraz Kala
1127001	ru	Сарфираз Кала
1127001	ja	サルフィラズカラ
1127106	en	Sar-e Pol Province
1127106	ja	サーレポル州
1127106	ru	Сари-Пуль
1127110	ru	Сари-Пуль
1127110	en	Sar-e Pul
1127110	ja	サレプル
1127451	en	Sar Chakan
1127451	ru	Сар Чакан
1127451	ja	サルチャカン
1127547	ru	Санджин
1127547	en	Sangin
1127547	ja	サンギン
1127604	en	Sang-e Mashah
1127604	ru	Санг-е Машах
1127604	ja	サンゲマシャー
1127628	ru	Сангчарак
1127664	en	Sang Atesh
1127664	ru	Санг Атеш
1127664	ja	サンガテシ
1127667	en	Sangar Saray
1127667	ru	Сангар Сарай
1127667	ja	サンガルサライ
1127766	en	Samangan
1127766	ja	サマンガーン州
1127766	ru	Саманган
1127768	ru	Айбак
1127768	en	Aybak
1127768	ja	アイバク
1128186	en	Ru-ye Sang
1128186	ru	Ру-йе Санг
1128186	ja	ルイェサング
1128265	en	Rustaq
1128265	ru	Рустак
1128265	ja	ルスタク
1128310	en	Rabat-e Sangi-ye Pa'in
1128310	ru	Рабат-е Санги-йе Па'ин
1128310	ja	ラバテサンギイェパイン
1128565	en	Ramak
1128565	ru	Рамак
1128565	ja	ラマク
1128954	en	Qurghan
1128954	ru	Кургхан
1128954	ja	クルガン
1129013	en	Quchanghi
1129013	ru	Кучанги
1129013	ja	クチャンギ
1129077	en	Qaisar
1129077	ru	Кайсар
1129077	ja	カイサル
1129516	ru	Кханика
1129516	en	Qarqin
1129516	ja	カルキン
1129555	en	Qarghah'i
1129555	ru	Каргахи
1129555	ja	カルガハイ
1129678	en	Qarah Bagh
1129678	ru	Каро Баг
1129678	ja	カラバーグ
1129680	en	Qarah Bagh
1129680	ru	Каро Баг
1129680	ja	カラバーグ
1129867	en	Qala i Naw
1129867	ru	Кала-и-Нау
1129867	ja	カライナウ
1129928	en	Qal'ah-ye Kuf
1129928	ru	Кала-йе Куф
1129928	ja	カラヤクフ
1129932	en	Qal'ah-ye Kuhnah
1129932	ru	Кала-йе Кухна
1129932	ja	カラヤクフナ
1130131	en	Qalat
1130131	ru	Калат
1130131	ja	カラット
1130132	en	Qal'ah-ye Shahi
1130132	ru	Калаи-Шахи
1130132	ja	カラアイェシャーヒー
1130233	en	Qadis
1130233	ru	Кадис
1130233	ja	カーディス
1130469	en	Parun
1130469	ru	Парун
1130469	ja	パルン
1130490	ru	Пули-Хумри
1130490	en	Pul-e Khumri
1130490	ja	プルエ・クムリ
1130497	en	Pul-e 'Alam
1130497	ru	Пуль-и-Алам
1130497	ja	プルエ・アラム
1130981	en	Pasnay
1130981	ru	Пасней
1130981	ja	パスナイ
1130997	en	Pashmul
1130997	ru	Пашмул
1130997	ja	パシュムル
1131045	en	Pasaband
1131045	ru	Пасабанд
1131045	ja	パサバンド
1131054	en	Parwan
1131054	ja	パルワン州
1131162	ru	Панджаб
1131162	en	Panjab
1131162	ja	パンジャブ
1131256	en	Paktika
1131256	ja	パクティーカー州
1131256	ru	Пактика
1131257	en	Paktia
1131257	ja	パクティヤー州
1131257	ru	Пактия
1131316	ru	Пагман
1131389	en	Omnah
1131389	ru	Омнах
1131389	ja	オムナー
1131406	en	Obeh
1131406	ru	Обех
1131406	ja	オベー
1131461	en	Oruzgan
1131461	ja	ウルーズガーン州
1131461	ru	Урузган
1131479	en	Urgin
1131479	ru	Ургун
1131479	ja	ウルグン
1131591	en	Nusay
1131591	ru	Нусей
1131591	ja	ヌセイ
1131625	ru	Nurgal’
1131625	en	Nurgal
1131625	ja	ヌルガル
1131649	en	Now Zad
1131649	ru	Наузад
1131649	ja	ナウザード
1131821	en	Nimroz
1131821	ja	ニムロズ州
1131833	en	Nili
1131833	ru	Нили
1131833	ja	ニリ
1132034	en	Nayak
1132034	ru	Наяк
1132034	ja	ナヤク
1132046	en	Nayak
1132046	ru	Наяк
1132046	ja	ナヤク
1132127	en	Now Dahanak
1132127	ru	Нау-Даханак
1132127	ja	ナウダハナク
1132172	ru	Окак
1132172	en	Okak
1132172	ja	オカク
1132336	en	Naray
1132336	ru	Наерай
1132336	ja	ナレイ
1132344	en	Narang
1132344	ru	Наранг
1132344	ja	ナラング
1132366	en	Nangarhar
1132366	ja	ナンガルハール州
1132366	ru	Нангархар
1132465	en	Nikeh
1132465	ru	Никех
1132465	ja	ニケー
1132495	ru	Нахрин
1132495	en	Nahrin
1132495	ja	ナハリン
1132550	en	Hukumat-e Nad 'Ali
1132550	ru	Хукумат-и Над-Али
1132550	ja	フクマテナド・アリ
1132604	en	Musa Qaleh
1132604	ru	Муса-Кала
1132604	ja	ムサカラー
1132770	en	Bala Murghab
1132770	ru	Бала-Мургаб
1132770	ja	バラムルガブ
1132807	en	Muqer
1132807	ru	Мукер
1132807	ja	ムケル
1133105	en	Muhammad Aghah Wuluswali
1133105	ru	Мухаммад-Ага Волосвалі
1133105	ja	ムハンマド・アガー・ヴロスワリ
1133154	en	Mizan 'Alaqahdari
1133154	ru	Мизан-Алакадари
1133154	ja	ミザン・アラカハダリ
1133270	en	Mir Bachah Kot
1133270	ru	Мир-Бача-Кот
1133270	ja	ミル・バチャ・コット
1133279	en	Miran
1133279	ru	Миран
1133279	ja	ミラン
1133453	en	Maymana
1133453	ru	Меймене
1133453	ja	マイマナ
1133456	en	Maidan Khulah
1133456	ru	Майдан-Хула
1133456	ja	マイダン・クラー
1133544	en	Mingajik
1133544	ru	Мингаджик
1133544	ja	ミンガジク
1133574	ru	Митарлам
1133574	en	Mehtar Lam
1133574	ja	メハターラム
1133616	ru	Мазари-Шариф
1133616	en	Mazari Sharif
1133616	ja	マザーリシャリーフ
1133657	en	Maymay
1133657	ru	Майман
1133657	ja	マイマイ
1133689	en	Muta Khan
1133689	ru	Мута-хан
1133689	ja	ムタ・カン
1133749	en	Mashhad
1133749	ru	Мешхед
1133749	ja	マシュハド
1133856	en	Mardian
1133856	ru	Мардиан
1133856	ja	マルディアン
1133987	ru	Mundol’
1133987	en	Mandol
1133987	ja	マンドル
1134074	ru	Mamakheyl’
1134074	en	Mama Khel
1134074	ja	ママ・ケル
1134561	en	Logar
1134561	ja	ローガル州
1134561	ru	Логар
1134720	en	Lashkar Gah
1134720	ru	Лашкаргах
1134720	ja	ラシュカルガー
1134724	en	Lash-e Juwayn
1134724	ru	Лаш-э-Джувайн
1134724	ja	ラシュ・エ・ジュワイン
1134762	ru	Лар Герд
1134887	ru	Lal’
1134887	en	La'l
1134887	ja	ラール
1135022	en	Laghman
1135022	ja	ラグマーン州
1135022	ru	Лагман
1135158	ru	Кушк
1135514	ru	Kotaval’
1135514	en	Kotowal
1135514	ja	コトワル
1135625	en	Kushk-e Kuhnah
1135625	ru	Кушк-э-Кухна
1135625	ja	クシク・エ・クフナ
1135656	en	Koran va Monjan
1135656	ru	Куран и Мунджан
1135656	ja	クラン・ワ・ムンジャン
1135689	ru	Кундуз
1135689	en	Kunduz
1135689	ja	クンドゥーズ
1135690	en	Kunduz
1135690	ja	クンドゥーズ州
1135690	ru	Кундуз
1135702	en	Kunar
1135702	ja	クナル州
1135702	ru	Кунар
1135960	en	Khoshi
1135960	ru	Хоши
1135960	ja	ホシ
1135980	en	Khoshamand
1135980	ru	Хошамунд
1135980	ja	ホシャマンド
1136235	en	Khwajah Ghar
1136235	ru	Хваджа-гар
1136235	ja	クワジャ・ガル
1136250	en	Khwajah Du Koh
1136250	ru	Хваджа-ду-кох
1136250	ja	クワジャ・ドゥ・コ
1136354	en	Deh Khwahan
1136354	ru	Деканан
1136354	ja	デ・クワハン
1136414	ru	Khul’besat
1136414	en	Khulbisat
1136414	ja	クルビサット
1136442	en	Khugyani
1136442	ru	Кугяни
1136442	ja	クグヤニ
1136469	ru	Хост
1136469	en	Khost
1136469	ja	ホスト
1136575	ru	Ташкурган
1136575	en	Khulm
1136575	ja	クルム
1136604	en	Khudaydad Khel
1136604	ru	Худайдад-хель
1136604	ja	クダイダド・ケル
1136723	en	Khinjan
1136723	ru	Хинджан
1136723	ja	キンジャン
1136737	ru	Хиндж
1136737	en	Khinj
1136737	ja	キンジ
1137079	en	Khan Neshin
1137079	ru	Хан-Нешин
1137079	ja	ハン・ネシン
1137121	ru	Ханака
1137121	en	Khanaqah
1137121	ja	ハナカ
1137147	en	Chahar Bagh
1137147	ru	Чахар-баг
1137147	ja	チャハル・バグ
1137148	en	Khandud
1137148	ru	Хандуд
1137148	ja	ハンドゥド
1137160	en	Khanaqah
1137160	ru	Ханака
1137160	ja	ハナカ
1137168	ru	Ханабад
1137168	en	Khanabad
1137168	ja	ハナバッド
1137247	en	Khamyab
1137247	ru	Хамиаб
1137247	ja	ハミャブ
1137359	en	Khakiran
1137359	ru	Хакиран
1137359	ja	ハキラン
1137548	en	Kazhah
1137548	ru	Кажа
1137548	ja	カジャハ
1137745	en	Kishk-e Nakhud
1137745	ru	Кишк-е-Нахуд
1137745	ja	キシク・ナクード
1137807	en	Karukh
1137807	ru	Карух
1137807	ja	カルフ
1138255	en	Kapisa
1138255	ja	カーピーサー州
1138255	ru	Каписа
1138321	en	Kanday
1138321	ru	Кандай
1138321	ja	カンダイ
1138335	en	Kandahar
1138335	ja	カンダハール州
1138335	ru	Кандагар
1138336	en	Kandahar
1138336	ja	カンダハール
1138336	ru	Кандагар
1138590	en	Kalan Deh
1138590	ru	Калан-Деh
1138590	ja	カラン・デハ
1138636	en	Kalakan
1138636	ru	Калакан
1138636	ja	カラカン
1138657	en	Kalafgan
1138657	ru	Калафган
1138657	ja	カラフガン
1138714	ru	Каджиран
1138714	en	Kajran
1138714	ja	カジラン
1138801	en	Ka'i
1138801	ru	Каи
1138801	ja	カアイ
1138957	en	Kabul
1138957	ja	カーブル州
1138957	ru	Кабул
1138958	en	Kabul
1138958	ja	カーブル
1138958	ru	Кабул
1139049	en	Jowzjan
1139049	ja	ジューズジャーン州
1139049	ru	Джаузджан
1139085	en	Jurm
1139085	ru	Журм
1139085	ja	ジュルム
1139335	en	Jawand
1139335	ru	Джавард
1139335	ja	ジャワンド
1139500	ru	Dzhanikheyl’
1139500	en	Jani Khel
1139500	ja	ジャニ・ケル
1139683	en	Jalrez
1139683	ru	Джалрез
1139683	ja	ジャルレズ
1139715	en	Jalalabad
1139715	ru	Джелалабад
1139715	ja	ジャララバード
1139807	ru	Dzhabal’-Ussaradzh
1139807	en	Jabal Saraj
1139807	ja	ジャバル・オス・サラジ
1139967	en	Hukumat-e Shinkai
1139967	ru	Хукумат-е Шинкай
1139967	ja	フクマット・シンカイ
1140025	en	Herat
1140025	ja	ヘラート州
1140025	ru	Герат
1140026	en	Herat
1140026	ja	ヘラート
1140026	ru	Герат
1140043	en	Helmand
1140043	ja	ヘルマンド州
1140043	ru	Гильменд
1140341	ru	Khadzhikheyl’
1140341	en	Haji Khel
1140341	ja	ハジ・ケル
1140433	en	Hafiz Moghul
1140433	ru	Хафиз-Мугул
1140433	ja	ハフィズ・モグル
1140435	en	Hafizan
1140435	ru	Хафизан
1140435	ja	ハフィザン
1140605	en	Guzarah
1140605	ru	Гузара
1140605	ja	グザラハ
1140614	en	Goshtah
1140614	ru	Гоштах
1140614	ja	ゴシュタハ
1140623	ru	Gumal’kalay
1140623	en	Gomal Kelay
1140623	ja	ゴマル・ケラー
1140919	en	'Alaqahdari Gelan
1140919	ru	Алакадари-Гелан
1140919	ja	'アラクダリ・ゲラン
1140970	en	Ghoriyan
1140970	ru	Гориан
1140970	ja	ゴリャン
1141089	en	Ghormach
1141089	ru	Гормач
1141089	ja	ゴルマチ
1141098	en	Ghurayd Gharame
1141098	ru	Гурайд-Гараме
1141098	ja	ゴレイド・ガラメ
1141103	en	Ghowr
1141103	ja	ゴール州
1141103	ru	Гур
1141268	en	Ghazni
1141268	ja	ガズニー州
1141268	ru	Газни
1141269	en	Ghazni
1141269	ru	Газни
1141269	ja	ガズニー
1141540	ru	Герешк
1141540	en	Gereshk
1141540	ja	ゲレシク
1141857	en	Gardez
1141857	ru	Гардез
1141857	ja	ガルデーズ
1142170	ru	Файзабад
1142170	en	Fayzabad
1142170	ja	ファイザバード
1142171	en	Faizabad
1142171	ru	Файзабад
1142171	ja	ファイザバード
1142172	en	Fayzabad
1142172	ru	Файзабад
1142172	ja	ファイザバード
1142226	en	Faryab
1142226	ja	ファーリヤーブ州
1142226	ru	Фарьяб
1142234	en	Qal'ah-ye Farsi
1142234	ru	Кала-йе-Фарси
1142234	ja	カラー・イェ・ファルシ
1142239	en	Farkhar
1142239	ru	Фарихар
1142239	ja	ファルクハル
1142263	en	Farah Province
1142263	ja	ファラー州
1142263	ru	Фарах
1142264	en	Farah
1142264	ru	Фарах
1142264	ja	ファラー
1142330	en	Istalif
1142330	ru	Исталиф
1142330	ja	イスタリフ
1142517	en	Injil
1142517	ru	Инджил
1142517	ja	インジル
1142545	en	Imam Sahib
1142545	ru	Имам Сахиб
1142545	ja	イマム・サーヒブ
1142738	en	Doshi
1142738	ru	Доши
1142738	ja	ドシ
1142758	en	Dowlatyar
1142758	ru	Дауллатьяр
1142758	ja	ダウラティヤール
1142761	en	Dowlat Shah
1142761	ru	Доулат-шах
1142761	ja	ダウラット・シャー
1142776	ru	Даулатабад
1142776	en	Dowlatabad
1142776	ja	ダウラターバード
1142777	en	Dowlatabad
1142777	ru	Доулатабад
1142777	ja	ダウラターバード
1142852	en	Du Qal'ah
1142852	ru	Ду-Кала
1142852	ja	ドゥ・カラー
1142964	en	Duab
1142964	ru	Дуаб
1142964	ja	ドゥアブ
1143255	ru	Narkheyl’kalay
1143255	en	De Narkhel Kelay
1143255	ja	デ・ナルケル・ケレイ
1143477	en	Dehi
1143477	ru	Деhи
1143477	ja	デヒ
1143529	en	Deh-e Salah
1143529	ru	Дех-е-Салах
1143529	ja	デハ・エ・サラー
1143548	en	Deh-e Now
1143548	ru	Дех-е-Ноу
1143548	ja	デハ・エ・ノウ
1143630	ru	Дехдади
1143630	en	Dehdadi
1143630	ja	デフダディ
1143782	en	Dwah Manday
1143782	ru	Двах-Мандай
1143782	ja	ドゥワー・マンデー
1143814	en	Dasht-e Qal'ah
1143814	ru	Дашт-е-Кала
1143814	ja	ダシュテ・カラー
1143816	en	Dasht-e Qal'ah
1143816	ru	Дашт-е-Кала
1143816	ja	ダシュテ・カラー
1143874	en	Darzab
1143874	ru	Дарзаб
1143874	ja	ダルザブ
1144040	en	Darqad
1144040	ru	Дарқад
1144040	ja	ダルカド
1144121	en	Darayim
1144121	ru	Дарайим
1144121	ja	ダライム
1144166	en	Dangam
1144166	ru	Дангам
1144166	ja	ダンガム
1144185	en	Dandar
1144185	ru	Дандар
1144185	ja	ダンダル
1144559	en	Hukumati Dahanah-ye Ghori
1144559	ru	Хукумати Даханах-йе Гури
1144559	ja	フクマティ・ダハナー・イェ・ゴーリー
1144905	en	Tsowkey
1144905	ru	Цоукей
1144905	ja	ツォウケイ
1145007	en	Chisht-e Sharif
1145007	ru	Чишт-е-Шариф
1145007	ja	チシュテ・シャリフ
1145124	en	Chinar
1145124	ru	Чинар
1145124	ja	チナール
1145128	ru	Чимталь
1145128	en	Chimtal
1145128	ja	チムタール
1145348	en	Charkh
1145348	ru	Чарх
1145348	ja	チャルク
1145352	ru	Чарикар
1145352	en	Charikar
1145352	ja	チャリカル
1145364	ru	Даври-Рабат
1145364	en	Dowr-e Rabat
1145364	ja	ドゥル・エ・ラバット
1145417	en	Tsaperai
1145417	ru	Цапарай
1145417	ja	ツァペライ
1145511	en	Tsamkani
1145511	ru	Цамкани
1145511	ja	ツァムカニ
1145605	en	Chakaray
1145605	ru	Чакарай
1145605	ja	チャカラヤ
1145607	en	Chakaran
1145607	ru	Чакаран
1145607	ja	チャカラン
1145799	en	Chahar Qal'ah
1145799	ru	Чахар Кала
1145799	ja	チャハル・カラ
1145897	en	Chah Ab
1145897	ru	Чахи-Аб
1145897	ja	チャフ・アブ
1145904	en	Fayroz Koh
1145904	ru	Фейруз-Кохи
1145904	ja	ファイロズコー
1146336	en	Bulolah
1146336	ru	Булола
1146336	ja	ブロラー
1146576	en	Bal Chiragh
1146576	ru	Бал Чираг
1146576	ja	バル・チラグ
1146694	en	Bazar-e Talah
1146694	ru	Базар-е Талах
1146694	ja	バザール・エ・タラー
1146822	ru	Basavul’
1146822	en	Muhmand Dara
1146822	ja	ムフマンド・ダラ
1146911	en	Burkah
1146911	ru	Бурка
1146911	ja	ブルカー
1146979	ru	Bargi-Matal’
1146979	en	Barg-e Matal
1146979	ja	バルグ・エ・マタル
1147066	en	Baraki Barak
1147066	ru	Баракибарак
1147066	ja	バラキ・バラク
1147118	en	Banu
1147118	ru	Бану
1147118	ja	バヌ
1147239	en	Bamyan
1147239	ja	バーミヤーン州
1147239	ru	Бамиан
1147242	en	Bamyan
1147242	ru	Бамиан
1147242	ja	バミヤン
1147288	en	Balkh
1147288	ja	バルフ州
1147288	ru	Балх
1147290	ru	Балх
1147290	en	Balkh
1147290	ja	バルフ
1147489	en	Baharak
1147489	ru	Бахарак
1147489	ja	バハラク
1147511	en	Bagrami
1147511	ru	Баграми
1147511	ja	バグラミ
1147537	en	Baghlan
1147537	ja	バグラーン州
1147537	ru	Баглан
1147540	ru	Баглан
1147540	en	Baghlan
1147540	ja	バグラン
1147707	en	Badghis
1147707	ja	バードギース州
1147707	ru	Бадгис
1147745	en	Badakhshan Province
1147745	ja	バダフシャーン州
1147745	ru	Бадахшан
1147851	en	Hukumati Azrah
1147851	ru	Хукумати Азра
1147851	ja	フクマティ・アズラー
1148114	en	'Alaqahdari Atghar
1148114	ru	Алакахдари Атгхар
1148114	ja	'アラカフダリ・アトガー
1148205	en	Asmar
1148205	ru	Асмар
1148205	ja	アスマル
1148311	ru	Асадабад
1148311	en	Asadabad
1148311	ja	アサダバード
1148560	en	Aqchah
1148560	ru	Акча
1148560	ja	アクチャー
1148658	en	Andkhoy
1148658	ru	Андхой
1148658	ja	アンドホイ
1148695	en	'Unabah
1148695	ru	Унаба
1148695	ja	'ウナバー
1148709	ru	Анар Дара
1148709	en	Anar Darah
1148709	ja	アナル・ダラ
1148792	en	Amanzi
1148792	ru	Амази
1148792	ja	アマンジ
1148863	en	'Alaqahdari-ye Almar
1148863	ru	Алакахдари-е Алмар
1148863	ja	'アラカフダリ・イェ・アルマル
1148893	en	'Ali Sher 'Alaqahdari
1148893	ru	Али Шер Алакахдари
1148893	ja	'アリ・シェル・アラカフダリ
1148911	en	Wuluswali 'Alingar
1148911	ru	Волусвали Алингар
1148911	ja	ウルスワリ・アリンガル
1148939	ru	Alikheyl’
1148939	en	'Ali Khel
1148939	ja	'アリ・ケル
1149049	en	Alaqahdari Yosuf Khel
1149049	ru	Алакахдари Йосуф Хель
1149049	ja	アラカフダリ・ユスフ・ケル
1149052	en	Alaqahdari Dishu
1149052	ru	Алакахдари Дишу
1149052	ja	アラカフダリ・ディシュ
1149107	en	Alah Say
1149107	ru	Алах Сай
1149107	ja	アラー・サイ
1149348	en	Pachir wa Agam
1149348	ru	Пачир ва Агам
1149348	ja	パチル・ワ・アガム
1149361	en	Afghanistan
1149361	ja	アフガニスタン
1149361	ru	Афганистан
1149371	ru	Афаки
1149371	en	Afaqi
1149371	ja	アファキ
1149379	en	Adraskan
1149379	ru	Адрасхан
1149379	ja	アドラスカン
1149550	en	Ab-e Kamari
1149550	ru	Абе Камари
1149550	ja	アブ・エ・カマリ
1348242	en	Khadir
1348242	ru	Хадир
1348242	ja	カディル
1349513	en	Ghulam Ali
1349513	ru	Гулам Али
1349513	ja	ガラム・アリ
1349709	en	Qarah Bagh Bazar
1349709	ru	Кара Баг Базар
1349709	ja	カラバグ・バザール
1349845	en	Zargaran
1349845	ru	Заргаран
1349845	ja	ザルガラン
1349934	en	Surkh Bilandi
1349934	ru	Сурх Билнди
1349934	ja	スルク・ビランディ
